#{"t_start": 1656969776.268565, "env_id": "SlimeVolley-v0"}
r,l,t
-5,2038,1075.328531
-5,1089,1075.783666
-5,1857,1076.580541
-5,2378,1077.583694
-4,2497,1078.633748
-5,1752,1079.368123
-5,1061,1079.827568
-5,1360,1080.405692
-3,2778,1081.580815
-5,1864,1082.362043
-4,2860,1083.599608
-4,1976,1084.449217
-5,1449,1085.058592
-5,1700,1085.780492
-5,1715,1086.514863
-5,1672,1087.221148
-5,2001,1088.052459
-5,2749,1089.224334
-4,2484,1090.273251
-3,3000,1091.540967
-5,2519,1092.606591
-5,1557,1093.262841
-5,1620,1093.953455
-5,2376,1094.959801
-5,1852,1095.74105
-5,2470,1096.77545
-3,2890,1097.997229
-4,2059,1098.875455
-5,1768,1099.61309
-4,2956,1100.866264
-4,2678,1101.993347
-5,1988,1102.868322
-4,1661,1103.590117
-5,1890,1104.421193
-5,2415,1105.483693
-5,1492,1106.142975
-5,1846,1106.955474
-5,2527,1108.052237
-5,1543,1108.72711
-5,1463,1109.367738
-5,1644,1110.076858
-5,1798,1110.873733
-4,3000,1112.189241
-5,1970,1113.051573
-2,3000,1114.382689
-5,2602,1115.513746
-5,1957,1116.373145
-4,2853,1117.579395
-5,1884,1118.379464
-5,2126,1119.27009
-5,2404,1120.291708
-5,1216,1120.810527
-5,2009,1121.654262
-5,1472,1122.266781
-4,1782,1123.025813
-5,2166,1123.950876
-4,1421,1124.547917
-3,3000,1125.816704
-4,2617,1126.929267
-4,1297,1127.476143
-5,1298,1128.025275
-5,2575,1129.106683
-5,2492,1130.156649
-5,2193,1131.080545
-5,2005,1131.927519
-3,3000,1133.2109
-5,1616,1133.882775
-3,3000,1135.154392
-4,1143,1135.638766
