#{"t_start": 1657122720.3781674, "env_id": "SlimeVolley-v0"}
r,l,t
-0.19,481,565.736254
-0.1,490,566.26625
5.3,1030,567.448247
0.04,504,568.039251
-0.13,487,568.543528
1.74,674,569.258527
1.03,603,569.960529
0.77,577,570.591534
1.24,624,571.249527
2.93,693,571.982529
2.52,552,572.589533
2.48,748,573.412528
4.58,958,574.510557
3.38,738,575.29053
5.94,1094,576.608563
1.05,605,577.235555
-0.01,499,577.742558
1.49,649,578.44453
-0.58,442,578.999057
0.85,585,579.665097
2.88,788,580.521098
1.39,639,581.200132
0.42,542,581.801096
1.59,659,582.497099
1.92,692,583.327105
0.41,541,583.958097
1.88,688,584.797057
1.43,643,585.466058
0.82,582,586.16006
0.07,507,586.827059
-0.57,443,587.396059
-0.54,446,588.00706
-0.24,476,588.614058
0.5,550,589.287108
-0.58,442,589.926556
0.83,583,590.684587
1.81,681,591.524556
-0.63,437,592.094551
0.71,571,592.889111
1.09,609,593.558113
0.68,568,594.214109
0.8,580,594.880111
2.71,671,595.658128
-0.18,482,596.228111
3.55,855,597.193112
1.25,625,597.918109
2.32,732,598.800111
1.14,614,599.489117
0.39,539,600.07911
2.48,748,600.908111
0.06,506,601.516111
0.98,598,602.169109
-0.25,475,602.729109
1.77,677,603.514113
1.2,620,604.29611
2.04,704,605.07611
0.55,555,605.68811
3.94,894,606.77911
2.6,760,607.684157
2.84,784,608.578111
-0.19,481,609.105125
-0.78,422,609.602109
-0.87,413,610.111119
0.02,502,610.676113
0.79,579,611.363109
2.18,718,612.221165
1.96,696,612.96211
1.15,615,613.724109
0.35,535,614.287155
0.05,505,614.809111
2.19,619,615.499112
1.45,645,616.23311
-0.99,401,616.65911
5.56,956,617.69711
0.47,547,618.332173
0.64,564,618.952743
0.56,556,619.575743
0.87,587,620.151741
0.15,515,620.736744
-0.7,430,621.214748
3.11,811,622.082741
6.07,1107,623.342742
3.6,860,624.301786
1.31,531,624.857787
1.92,692,625.592782
2.15,715,626.318785
2.41,741,627.226814
1.54,554,627.830784
0.6,560,628.457751
0.82,582,629.072751
0.6,560,629.753649
1.64,664,630.469646
1.76,676,631.232685
1.09,609,631.848641
1.24,624,632.544671
0.79,579,633.270643
0.67,567,633.858642
2.2,620,634.532643
3.63,863,635.50264
-1.11,389,635.933223
0.49,549,636.545221
0.36,536,637.071218
-0.27,473,637.629219
4.01,701,638.382221
0.8,580,638.99222
1.69,569,639.60422
-0.03,497,640.198264
3.25,825,641.102222
0.43,543,641.689224
1.82,682,642.455222
1.37,637,643.204221
1.54,654,643.909222
0.46,546,644.453224
1.43,643,645.127219
-0.91,409,645.629646
1.16,616,646.327646
2.47,747,647.162645
1.5,650,647.887646
1.05,605,648.585649
0.94,594,649.221645
0.63,563,649.809648
2.27,727,650.573657
0.86,586,651.220676
0.95,595,651.864649
0.15,515,652.401651
1.58,658,653.113647
1.34,634,653.807646
0.94,594,654.472324
1.74,674,655.192319
1.25,625,655.858319
-0.23,477,656.567325
1.27,627,657.290328
4.24,824,658.16832
-0.9,410,658.607321
1.72,672,659.380517
-0.37,463,659.869516
-0.56,444,660.377549
0.56,556,660.960515
1.43,643,661.674573
1.9,690,662.446543
-0.68,432,662.903547
0.38,538,663.486625
