x_agent,y_agent,xdot_agent,ydot_agent,x_ball,y_ball,xdot_ball,ydot_ball,x_opponent,y_opponent,xdot_opponent,ydot_opponent
1.78333,0.29500,-1.75000,-1.00200,-0.12131,0.69909,2.15788,-0.44079,0.38333,0.29500,-1.75000,-1.00200
1.78333,0.25833,0.00000,-1.10000,-0.04938,0.68113,2.15788,-0.53879,0.32500,0.25833,-1.75000,-1.10000
1.84167,0.21840,1.75000,-1.19800,0.02255,0.65990,2.15788,-0.63679,0.26667,0.21840,-1.75000,-1.19800
1.78333,0.17520,-1.75000,-1.29600,0.09354,0.63573,2.12990,-0.72526,0.20833,0.17520,-1.75000,-1.29600
1.84167,0.15000,1.75000,0.00000,0.16350,0.60869,2.09868,-0.81119,0.20000,0.15000,0.00000,0.00000
1.78333,0.19500,-1.75000,1.35000,0.23232,0.57887,2.06458,-0.89442,0.20000,0.19500,0.00000,1.35000
1.72500,0.23673,-1.75000,1.25200,0.29992,0.54638,2.02788,-0.97478,0.20000,0.23673,0.00000,1.25200
1.72500,0.27520,0.00000,1.15400,0.36621,0.51131,1.98885,-1.05213,0.20000,0.27520,0.00000,1.15400
1.78333,0.31040,1.75000,1.05600,0.43114,0.47376,1.94776,-1.12637,0.20000,0.31040,0.00000,1.05600
1.72500,0.34233,-1.75000,0.95800,0.49463,0.43385,1.90490,-1.19743,0.20000,0.34233,0.00000,0.95800
1.78333,0.37100,1.75000,0.86000,0.55665,0.39167,1.86054,-1.26526,0.20000,0.37100,0.00000,0.86000
1.78333,0.39640,0.00000,0.76200,0.61715,0.34735,1.81494,-1.32985,0.20000,0.39640,0.00000,0.76200
1.72500,0.41853,-1.75000,0.66400,0.67609,0.30097,1.76835,-1.39120,0.20000,0.41853,0.00000,0.66400
1.78333,0.43740,1.75000,0.56600,0.73346,0.25266,1.72102,-1.44934,0.20000,0.43740,0.00000,0.56600
1.72500,0.45300,-1.75000,0.46800,0.78923,0.20252,1.67318,-1.50432,0.20000,0.45300,0.00000,0.46800
